dateCreated,dateModified,entry_id,entry_guid,form,lang,trait,order,rel_order,rel_type,rel_ref,rel_primacy,rel_compform,rel_variant,sense_id,sense_order,sense_gram,sense_gloss_en,sense_gloss_idn,rev_en,rev_id,pict,etym_type,etym_proto,etym_borrowed,x_eno_source,x_eno,x_idn,x_eng,notes_eng,notes_idn,cit_form
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,ku1_0f7b8245-13b8-4510-802d-0c676f712565,0f7b8245-13b8-4510-802d-0c676f712565,ku,eno,stem,1,,,,,,,f8d8764e-aa0b-4ea8-b370-4a1461891a3d,1,Noun,tree,pohon,tree,pohon,,proto,kuo,,SMP_8,Purdu ku auak ean ka'haru lapisan kutikula mė' pihia' mengurangi penguapan.,Daun pohon mangrove memiliki lapisan kutikula yang bisa mengurangi penguapan.,The leaves of the mangrove tree has cuticular layers that can reduce evaporation.,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,ku1_0f7b8245-13b8-4510-802d-0c676f712565,0f7b8245-13b8-4510-802d-0c676f712565,ku,eno,stem,1,,,,,,,e13ea740-0fb2-4246-bfea-7232650ab7ef,2,Noun,,,,,,proto,kuo,,,,,,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,du̇hu̇ai_0ff0c65b-f993-4c2b-a6a7-611ae1b1e104,0ff0c65b-f993-4c2b-a6a7-611ae1b1e104,du̇hu̇ai,eno,stem,,0,_component-lexeme,du̇hu̇a_014982f9-82ab-4bdf-83c8-5eb865802363,,,Unspecified Variant,,,,,,,,,,,,,,,,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,u'u_1029363f-1764-4111-a086-8502cc69bf01,1029363f-1764-4111-a086-8502cc69bf01,u'u,eno,stem,,0,_component-lexeme,'u_e6957bcd-3dd8-478b-aacb-91d7b84520b8,,,Unspecified Variant,,,,,,,,,,,,,,,,,,
2024-12-02T06:10:59Z,2024-12-02T06:10:59Z,o'on_10297138-1b90-4b9d-9bc3-b90b12002a6d,10297138-1b90-4b9d-9bc3-b90b12002a6d,o'on,eno,stem,,,,,,,,148079c4-4dcc-4867-a9eb-b2ad77b3ef7b,,Adjective,weak,lemah,weak,lemah,,,,,,,,,,,
2024-12-02T06:10:59Z,2024-12-02T06:10:59Z,pu̇a_1029ddc3-1a91-47bb-9ab7-4ffa74f3f91d,1029ddc3-1a91-47bb-9ab7-4ffa74f3f91d,pu̇a,eno,stem,,0,_component-lexeme,pu̇2_53d34cd9-c67c-41d9-aeda-94ddd6e03f1d,,,Unspecified Variant,,,,,,,,,,,,,,,,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,ėmė1_102fb36f-36ae-4eec-87e3-b892ccd39ba2,102fb36f-36ae-4eec-87e3-b892ccd39ba2,ėmė,eno,stem,1,0,_component-lexeme,i'mė_bd118078-88d6-4178-8957-9f0195e8cd76,,,Unspecified Variant,,,,,,,,,,,,,,,,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,ka'u̇na'_104dee78-1081-4ea5-ba80-8b9be708398b,104dee78-1081-4ea5-ba80-8b9be708398b,ka'u̇na',eno,stem,,,,,,,,3e239f33-ac15-4070-8409-86cccbf3444e,,Verb,hang up,menggantungkan,hang up,menggantungkan,,proto,ka'ãu̇̃nã'ã,,,,,,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,bai_105c569c-359c-4be1-bf6a-3e9587711e73,105c569c-359c-4be1-bf6a-3e9587711e73,bai,eno,stem,,0,_component-lexeme,i1_ce60997a-d185-4313-8ec5-1839f45027fe,,,Unspecified Variant,,,,,,,,,,,,,,,,,,
2024-12-02T06:10:59Z,2024-12-09T22:34:23Z,pakta_1066a4d5-32f1-4075-bb90-202a18f77b43,1066a4d5-32f1-4075-bb90-202a18f77b43,pakta,eno,stem,,,,,,,,4364235b-b516-4acf-bfa3-62b8fb02580c,,Verb (Indo.),force,paksa,force,paksa,,borrowed,,Idn.,,,,,,,
2024-12-02T06:10:59Z,2024-12-02T06:10:59Z,yu̇r_1068d27a-00a5-467d-a831-5b9eaf09e2dd,1068d27a-00a5-467d-a831-5b9eaf09e2dd,yu̇r,eno,stem,,0,_component-lexeme,u̇r1_f6a73b1f-0f82-423c-bf34-b43833498856,true,Complex Form,,516e233d-72f6-4732-8198-7e01683b3070,0,Verb,live,hidup,live,hidup,,,,,SMP_8,Ean mė' ki'iėb auak pihia' yu̇r ki kahib.,Itu yang membuat mangrove bisa hidup sendiri.,That makes mangrove can live on its own.,,,
2024-12-02T06:10:59Z,2024-12-02T06:10:59Z,yu̇r_1068d27a-00a5-467d-a831-5b9eaf09e2dd,1068d27a-00a5-467d-a831-5b9eaf09e2dd,yu̇r,eno,stem,,0,_component-lexeme,u̇r1_f6a73b1f-0f82-423c-bf34-b43833498856,true,Complex Form,,5842ec10-b0ea-41bc-923f-a50af4b56a97,1,Noun,life,kehidupan,life,kehidupan,,,,,SMP_11,Kiarda ean kure yu̇r kak mė' kiki Enggano.,Semua itu merupakan sumber kehidupan untuk orang di Enggano.,All these are the source of life for people in Enggano.,,,
2024-12-02T06:10:59Z,2024-12-02T06:10:59Z,yu̇r_1068d27a-00a5-467d-a831-5b9eaf09e2dd,1068d27a-00a5-467d-a831-5b9eaf09e2dd,yu̇r,eno,stem,,0,_component-lexeme,u̇r1_f6a73b1f-0f82-423c-bf34-b43833498856,true,Complex Form,,5842ec10-b0ea-41bc-923f-a50af4b56a97,1,Noun,life,kehidupan,life,kehidupan,,,,,SMP_12,"Na'an aba'da' ki mėk e'yai cabai-cabai, da'de e'yai ean pihia' buh bu̇dia' untuk yu̇r i Enggano.","Nanti ketika mereka mendapat banyak ikan Cabai-Cabai, ikan itu bisa dijual untuk kehidupan di Enggano.","When later they get many Cabai-Cabai fish, the caught fish can be sold for their daily life in Enggano.",,,
2024-12-02T06:10:59Z,2024-12-02T06:10:59Z,yu̇r_1068d27a-00a5-467d-a831-5b9eaf09e2dd,1068d27a-00a5-467d-a831-5b9eaf09e2dd,yu̇r,eno,stem,,0,_component-lexeme,u̇r1_f6a73b1f-0f82-423c-bf34-b43833498856,true,Complex Form,,5842ec10-b0ea-41bc-923f-a50af4b56a97,1,Noun,life,kehidupan,life,kehidupan,,,,,SMP_8,"“Di'iu Ibu Nita, kuru Muatan Lokal a i tekora, Pak Milson ẽ' pihia' bukuha a tentang yarė' kõ'ĩã nahai ya'u yu̇r kõ'ĩã i pi a mė' kiki i tekora, Pak.”","“Dikatakan oleh Ibu Nita, guru Muatan Lokal ketika di sekolah, Pak Milson ini bisa membantu kami tentang penanaman melinjo supaya bagus hidupnya melinjo di kebun kami yang ada di sekolah, Pak.”","“it is said by Ms. Nita, teacher of Local Knowledge when at school, Mr. Milson can help us with planting melinjo so that its life is good at our garden at school, sir.”",,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,aup_107dd628-1263-464e-ae63-b55fcea5acc2,107dd628-1263-464e-ae63-b55fcea5acc2,aup,eno,stem,,,,,,,,58158be6-b49f-4ec1-9331-0360519679bf,,Numeral,four,empat,four,empat,,proto,'aopa,,,,,,,,
2024-12-02T06:10:59Z,2024-12-02T06:11:01Z,iyuk kah'u̇iç_10818504-cf94-4321-80d5-9db065705f03,10818504-cf94-4321-80d5-9db065705f03,iyuk kah'u̇iç,eno,phrase,,0,_component-lexeme,ẽũk_7ab2a442-2b94-4055-bdfb-d677588e1f85,true,Complex Form,,0c8dc1fd-a6e1-49db-8f01-af2b05bcb9dd,,Noun,crab,kepiting,crab,kepiting,186.png,,,,,,,,,,
2024-12-02T06:10:59Z,2024-12-02T06:11:01Z,iyuk kah'u̇iç_10818504-cf94-4321-80d5-9db065705f03,10818504-cf94-4321-80d5-9db065705f03,iyuk kah'u̇iç,eno,phrase,,,Compare,kiėhėr_63f6ebef-1b5d-47d3-aee3-9947db91a3da,,,,0c8dc1fd-a6e1-49db-8f01-af2b05bcb9dd,,Noun,crab,kepiting,crab,kepiting,186.png,,,,,,,,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,kite_1082b227-3a70-4590-a47a-916d86f2fa83,1082b227-3a70-4590-a47a-916d86f2fa83,kite,eno,stem,,,,,,,,0a4eb7ee-9b61-4951-98ab-a426ed6bff09,,Noun,merbau tree,kayu merbau,merbau tree,kayu merbau,115.jpg,proto,kitEE,,,,,,,,
2024-12-02T06:10:59Z,2024-12-02T06:10:59Z,peh_10f61110-501f-4def-8ca0-94759babaed0,10f61110-501f-4def-8ca0-94759babaed0,peh,eno,stem,,,,,,,,6d7f479c-ef91-4c1b-b870-1a99c011005a,,Noun,origin,awal,origin,awal,,proto,pEhE,,SMP_6,"I kanu̇a Agustus tahun mė' peh, a kahai' yohob kipuak yah bakėkė i Yogyakarta.","Di bulan Agustus tahun yang lalu, kami sekeluarga pergi untuk jalan-jalan di Yogyakarta.","In August last year, we as a family went to travel to Yogyakarta.",,,
2024-12-02T06:10:59Z,2024-12-02T06:10:59Z,peh_10f61110-501f-4def-8ca0-94759babaed0,10f61110-501f-4def-8ca0-94759babaed0,peh,eno,stem,,,,,,,,6d7f479c-ef91-4c1b-b870-1a99c011005a,,Noun,origin,awal,origin,awal,,proto,pEhE,,SMP_6,Peh u nuik kiki hãpĩ baho' ama'muh na'an buh ma'pan nahkoda.,"Dulu semasa saya kecil, saya bercita-cita jika dewasa nanti ingin menjadi nahkoda kapal.","When I was a child, I aspired to be a skipper when I grew up.",,,
2024-12-02T06:10:59Z,2024-12-02T06:10:59Z,apiha'_1105978c-c526-4468-b2ae-2505227381a1,1105978c-c526-4468-b2ae-2505227381a1,apiha',eno,stem,,0,_component-lexeme,pihia'_4792521e-6110-4262-9a0c-23e41594e088,true,Complex Form,,7c595411-9ecd-4165-9ca5-78165d458a54,,Subordinating connective,if possible,kalau bisa,if possible,kalau bisa,,,,,SMP_4,Kak Enggano kiharo' apiha' it ẽ' pihia' ina'au yėrde nahai pihia' pe tena kak mė' kiki i Enggano.,Orang Enggano berharap kalau bisa harga pisang bisa naik sehingga mereka bisa senang.,"Enggano people hope that, if possible, the banana's price can increase so that the Enggano people can be happy.",,,
2024-12-02T06:10:59Z,2024-12-02T06:10:59Z,yea'omaha_110d1535-47ad-4c95-a952-4a81a94e84f5,110d1535-47ad-4c95-a952-4a81a94e84f5,yea'omaha,eno,stem,,0,_component-lexeme,yaomah_3178325f-373f-4a9e-a68d-6a70efb22cc5,,,Unspecified Variant,,,,,,,,,,,,,,,,,,
2024-12-02T06:10:59Z,2024-12-02T06:10:59Z,t-_11165a14-9e59-47f6-8e8d-26306b4766f5,11165a14-9e59-47f6-8e8d-26306b4766f5,t-,eno,prefix,,0,_component-lexeme,ta-_f808d183-fb0a-488c-ac76-2c0e57ab7375,,,Unspecified Variant,,,,,,,,,,,,,,,,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,bopo_112a3a8b-4a12-491d-8a8b-6b2bfe4be83c,112a3a8b-4a12-491d-8a8b-6b2bfe4be83c,bopo,eno,stem,,0,_component-lexeme,bop_72e1f041-eed8-4d0a-8da1-53701054ca09,,,Unspecified Variant,,,,,,,,,,,,,,,,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,'uehe_114f44eb-1f0b-4b2c-8cca-c01a3776e1a9,114f44eb-1f0b-4b2c-8cca-c01a3776e1a9,'uehe,eno,stem,,0,_component-lexeme,'ueh_44332b95-d98a-478f-b6f1-730e7a48c4ab,,,Unspecified Variant,,,,,,,,,,,,,,,,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,kiė'_1152ace0-aa34-449b-a5b0-6465c680e89a,1152ace0-aa34-449b-a5b0-6465c680e89a,kiė',eno,stem,,,,,,,,ae34cc04-204d-47bd-88f1-8132214ea3e5,,Verb,"clean, weed, clear",membersihkan,"clean, weed, clear",membersihkan,,proto,ko'o:ui,,,,,,,,
2024-12-02T06:10:59Z,2024-12-02T06:10:59Z,tarok_1179f8d9-1455-4c3f-80b4-488bd8a21693,1179f8d9-1455-4c3f-80b4-488bd8a21693,tarok,eno,stem,,,,,,,,a9a0273f-09e9-46b3-b836-56f14e15843b,,Noun,bet,taroh (?),bet,taroh (?),,,,,,,,,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,be'_117ff6be-9e9f-4aa9-ad1c-75361c55f017,117ff6be-9e9f-4aa9-ad1c-75361c55f017,be',eno,stem,,0,_component-lexeme,abe'_597a72a2-83cb-4591-b87d-8c32f9376282,,,Unspecified Variant,,,,,,,,,,,,,,,,,,
2024-12-02T06:10:59Z,2024-12-02T06:10:59Z,udėpė_119e8d33-7fff-43df-91a6-8065711cfd66,119e8d33-7fff-43df-91a6-8065711cfd66,udėpė,eno,stem,,0,_component-lexeme,udėp_64d060a1-6ab3-4464-8e35-9e738acbd8b3,,,Unspecified Variant,,,,,,,,,,,,,,,,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,na1_11c78082-b9a3-4c58-b12a-349d3325b4a4,11c78082-b9a3-4c58-b12a-349d3325b4a4,na,eno,stem,1,0,_component-lexeme,da_c2b216cf-acc7-4d5c-88d2-ab6e1f30169e,,,Unspecified Variant,,,,,,,,,,,,,,,,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,kahai' kak_11c8f462-ca25-46df-879e-53bf580efe6e,11c8f462-ca25-46df-879e-53bf580efe6e,kahai' kak,eno,phrase,,,,,,,,7ba11b40-2b1b-45ac-8cc3-bab47b2ec605,,Numeral,twenty,duapuluh,twenty,duapuluh,,proto,kahai'i ekaka,,,,,,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,au_11d826e6-8230-48ff-8181-1fdf0f34d249,11d826e6-8230-48ff-8181-1fdf0f34d249,au,eno,stem,,,,,,,,6a6e6590-c33b-463d-a87a-e5e5b22b1b74,,Verb,agape,nganga,agape,nganga,,,,,,,,,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,ki1_11f360ac-239f-4b3a-8697-60aeb313c0a6,11f360ac-239f-4b3a-8697-60aeb313c0a6,ki,eno,stem,1,,,,,,,fefb25b3-8b1f-468b-a2f1-3e63b12247a6,0,Pronoun,(s)he,dia,(s)he,dia,,proto,kia,,SD_1,Ki bumno.,Dia akan makan.,(S)he will eat.,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,ki1_11f360ac-239f-4b3a-8697-60aeb313c0a6,11f360ac-239f-4b3a-8697-60aeb313c0a6,ki,eno,stem,1,,,,,,,fefb25b3-8b1f-468b-a2f1-3e63b12247a6,0,Pronoun,(s)he,dia,(s)he,dia,,proto,kia,,SD_10,Ki ke' ino,Dia tidak makan.,(S)he didn't eat.,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,ki1_11f360ac-239f-4b3a-8697-60aeb313c0a6,11f360ac-239f-4b3a-8697-60aeb313c0a6,ki,eno,stem,1,,,,,,,fefb25b3-8b1f-468b-a2f1-3e63b12247a6,0,Pronoun,(s)he,dia,(s)he,dia,,proto,kia,,SMP_8,Muo auak ki'iėb penyerbukan ki kahip.,Bunga pohon mangrove melakukan penyerbukannya sendiri.,The flower of the mangrove performs self-pollination.,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,ki1_11f360ac-239f-4b3a-8697-60aeb313c0a6,11f360ac-239f-4b3a-8697-60aeb313c0a6,ki,eno,stem,1,,,,,,,1d046697-9833-418b-97a3-7940ab814da6,1,Pronoun,they,mereka,they,mereka,,proto,kia,,SD_6,"A tena ki heo parur ean, ean mė' ki kohra', kapakohĩã' nė'ah kiarda heo yohob parur ean.","Jika mereka senang dalam pesta itu, itu lagu yang mereka nyanyikan, berlanjut begitu semua dalam ruangan pesta itu.","If they are happy in that celebration, that is the song they sing, continuously like that all in that celebration room.",,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,ki1_11f360ac-239f-4b3a-8697-60aeb313c0a6,11f360ac-239f-4b3a-8697-60aeb313c0a6,ki,eno,stem,1,,,,,,,1d046697-9833-418b-97a3-7940ab814da6,1,Pronoun,they,mereka,they,mereka,,proto,kia,,SMP_3,"Abah ki ya'au, ki kahinėn kidė e'yai, paik, taripa, he pẽ'ẽ.","Jika mereka melaut, mereka akan berburu ikan, lobster, teripang, dan kepiting darat.","If they go to the ocean, they are looking for such things as fish, lobster, sea cucumber, and land crab.",,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,ki1_11f360ac-239f-4b3a-8697-60aeb313c0a6,11f360ac-239f-4b3a-8697-60aeb313c0a6,ki,eno,stem,1,,,,,,,1d046697-9833-418b-97a3-7940ab814da6,1,Pronoun,they,mereka,they,mereka,,proto,kia,,SD_6,"Ki kahai bersukacita, kahai bapaken he kak mė' kiparur ean untuk buku̇da' ki kayo'o heo parur ean.",Mereka bergembira dan (tamunya) berpamitan dengan tuan rumah pestanya guna memberitahu bahwa mereka hadir ke pesta itu.,They go and rejoice and (the guests) take leave to the people who host the celebration to tell them (the host) that they came to their celebration.,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,ki1_11f360ac-239f-4b3a-8697-60aeb313c0a6,11f360ac-239f-4b3a-8697-60aeb313c0a6,ki,eno,stem,1,,,,,,,e8b0cd09-d59f-4a31-9723-198fd80035b8,2,Pronoun,he,dia (pria),he,dia (pria),,proto,kia,,SMP_10,Ki kahinėn e'yai ka'bua' kam he eam.,Dia bekerja mencari ikan menggunakan jaring dan pancing.,He looked for fish using (fishing) net and fishing rod.,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,ki1_11f360ac-239f-4b3a-8697-60aeb313c0a6,11f360ac-239f-4b3a-8697-60aeb313c0a6,ki,eno,stem,1,,,,,,,e8b0cd09-d59f-4a31-9723-198fd80035b8,2,Pronoun,he,dia (pria),he,dia (pria),,proto,kia,,SMP_10,Ki kina'au doha a ki kahai mahinėn e'yai.,Dia naik perahu jika dia pergi mencari ikan.,He ride the boat if he went looking for fish.,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,ki1_11f360ac-239f-4b3a-8697-60aeb313c0a6,11f360ac-239f-4b3a-8697-60aeb313c0a6,ki,eno,stem,1,,,,,,,e8b0cd09-d59f-4a31-9723-198fd80035b8,2,Pronoun,he,dia (pria),he,dia (pria),,proto,kia,,SMP_1,Me Herman baru kipu̇ Aryadi hapu̇' ki ka'itar bola ean?,Kenapa Herman baru melihat Aryadi di hari pertandingan (sepak)bola itu?,Why did Herman just saw Aryadi on that day's soccer game?,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,ie_11f38897-1912-4f0b-8abd-b433db425cf9,11f38897-1912-4f0b-8abd-b433db425cf9,ie,eno,stem,,,,,,,,9bfaf1a4-2944-42fc-b5f9-a479b23f3393,,Noun,stone,batu,stone,batu,,proto,'ea,,SD_9,I yãh ean kiki ie amuh.,"Di tempat ini, ada batu besar.",At this place there is a big rock.,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,ie_11f38897-1912-4f0b-8abd-b433db425cf9,11f38897-1912-4f0b-8abd-b433db425cf9,ie,eno,stem,,,,,,,,9bfaf1a4-2944-42fc-b5f9-a479b23f3393,,Noun,stone,batu,stone,batu,,proto,'ea,,SD_9,I yũ'ũ ie amuh ean kiki hiop amuh mė' kidė yakarub.,"Di tengah batu itu, ada lubang yang besar seperti pintu.",In the middle of the rock there is a big hole which is like a door.,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,ie_11f38897-1912-4f0b-8abd-b433db425cf9,11f38897-1912-4f0b-8abd-b433db425cf9,ie,eno,stem,,,,,,,,9bfaf1a4-2944-42fc-b5f9-a479b23f3393,,Noun,stone,batu,stone,batu,,proto,'ea,,SD_9,Mė' ie ean kipakahai'de ki he heri iok.,Batu tersebut terhubung dengan pesisir pantai.,The rock meets with the shore.,,,
2024-12-02T06:10:59Z,2024-12-02T06:10:59Z,kadaka'_121d7bc7-a228-40a8-a849-0c54d15c3adf,121d7bc7-a228-40a8-a849-0c54d15c3adf,kadaka',eno,stem,,,,,,,,e73c9268-ce97-439e-91ef-5158bd6c0c80,,Noun,kadaka,kadaka,kadaka,kadaka,77.JPG,,,,,,,,,,
2024-12-02T06:10:58Z,2024-12-09T22:34:23Z,inam_12293157-548e-4d21-8b85-54d9b8d78ad7,12293157-548e-4d21-8b85-54d9b8d78ad7,inam,eno,stem,,,,,,,,e29f1db4-00db-44d3-9a0c-4d7e8344751f,,Noun (Indo.),dream,idam,dream,idam,,borrowed,,Idn.,,,,,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,yayo'o_123686bf-0bf0-402b-8e69-bab8a1eb8053,123686bf-0bf0-402b-8e69-bab8a1eb8053,yayo'o,eno,stem,,0,_component-lexeme,ayo'o_6f47fa05-8408-4e6b-bcbe-dfe49c845d8e,true,Complex Form,,07a58dfe-81f3-4860-a0e2-045a60da41de,,Noun,follow,ikut,follow,ikut,,,,,SD_6,Apiah mėk kak mė' pihia' yayo'o kahino?,Berapa orang bisa bergabung/ikut dalam Tari Semut?,How many people can join the Ant Dance?,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,yayo'o_123686bf-0bf0-402b-8e69-bab8a1eb8053,123686bf-0bf0-402b-8e69-bab8a1eb8053,yayo'o,eno,stem,,0,_component-lexeme,ayo'o_6f47fa05-8408-4e6b-bcbe-dfe49c845d8e,true,Complex Form,,07a58dfe-81f3-4860-a0e2-045a60da41de,,Noun,follow,ikut,follow,ikut,,,,,SMP_7,"“Oo ė' kãhãp yayo'o, Tom?”","“Kamu mau ikut, Tom?”","“Do you want join us, Tom?”",,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,yayo'o_123686bf-0bf0-402b-8e69-bab8a1eb8053,123686bf-0bf0-402b-8e69-bab8a1eb8053,yayo'o,eno,stem,,0,_component-lexeme,ayo'o_6f47fa05-8408-4e6b-bcbe-dfe49c845d8e,true,Complex Form,,07a58dfe-81f3-4860-a0e2-045a60da41de,,Noun,follow,ikut,follow,ikut,,,,,SMP_7,"“U kãhãp yayo'o ari a ari kahai maham lagi, Adit.”","“Saya ingin ikut kalian kalau kalian pergi memancing lagi, Adit.”","“I want to follow you all if you go fishing again, Adit.”",,,
2024-12-02T06:10:59Z,2024-12-02T06:10:59Z,yeara_123db184-0b2f-462f-bc5c-9826655ab1b6,123db184-0b2f-462f-bc5c-9826655ab1b6,yeara,eno,stem,,0,_component-lexeme,year_3801e47a-1f50-46b2-ba05-f0489c032d51,,,Unspecified Variant,,,,,,,,,,,,,,,,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,taha'_1248a159-4b89-48b3-b8e4-daf2e9a15db6,1248a159-4b89-48b3-b8e4-daf2e9a15db6,taha',eno,stem,,0,_component-lexeme,kitaha'_5acfd1fc-231e-49c2-bb0b-bb341ec870af,,,Unspecified Variant,,,,,,,,,,,,,,,,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,i'ne'_125f75ac-ca0a-4f6d-bba4-ab7d7ab0c298,125f75ac-ca0a-4f6d-bba4-ab7d7ab0c298,i'ne',eno,stem,,,,,,,,c7949658-6ce6-442e-af4f-448d87823c42,,Verb,slice,mengiris,slice,mengiris,,,,,,,,,,,
2024-12-02T06:10:59Z,2024-12-02T06:10:59Z,yãhde_127e309e-e93d-417a-8ca8-b50439c6c5fe,127e309e-e93d-417a-8ca8-b50439c6c5fe,yãhde,eno,stem,,0,_component-lexeme,yah2_45f9217d-c208-44d3-a13e-eaebbae85976,true,Complex Form,,da939cc9-a801-4474-9e22-8522b8c466c9,0,Noun,his place,tempatnya,his place,tempatnya,,,,,SMP_4,A kiharo' ik dakiar pihia' buh paku' sampah i yãhde nahai ya'u a ik kipu̇ yãh bahu̇dia' ẽ'.,Kami mengharapkan kita semua bisa berniat membuang sampah pada tempatnya agar tempat berjualan ini menjadi indah ketika kita melihatnya.,We hope that we are all willing to put the trash in the proper place so that the shops look tidy to see.,,,
2024-12-02T06:10:59Z,2024-12-02T06:10:59Z,yãhde_127e309e-e93d-417a-8ca8-b50439c6c5fe,127e309e-e93d-417a-8ca8-b50439c6c5fe,yãhde,eno,stem,,0,_component-lexeme,yah2_45f9217d-c208-44d3-a13e-eaebbae85976,true,Complex Form,,da939cc9-a801-4474-9e22-8522b8c466c9,0,Noun,his place,tempatnya,his place,tempatnya,,,,,SMP_4,"Ka'a baho' yãh bahu̇dia' ẽ' kebanyakan kipahkene di'iėb ke' bujago yãhde, mėk sampah.",Kasihan (lit. mati perasaan saya) bahwa kebanyakan tempat berjualan itu jorok/berantakan karena tempatnya tidak dijaga dari banyak sampah.,It is a pitty (lit. my feeling dies knowing) that most of the shops are in a mess because of (visitors) not taking care of the shops as there are many trashes.,,,
2024-12-02T06:10:59Z,2024-12-02T06:10:59Z,yãhde_127e309e-e93d-417a-8ca8-b50439c6c5fe,127e309e-e93d-417a-8ca8-b50439c6c5fe,yãhde,eno,stem,,0,_component-lexeme,yah2_45f9217d-c208-44d3-a13e-eaebbae85976,true,Complex Form,,61409b78-8599-4272-a2d0-7a2c256aeac0,1,Noun,the place,tempatnya,the place,tempatnya,,,,,SMP_9,Yãhde ean i iok Hu̇ku̇'.,Tempat (untuk ritual Pahpe) ada di pantai Hu̇ku̇'.,The place (for the Pahpe ritual) is at the Hu̇ku̇' shore.,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,bih kahbik_127f9e02-e317-4758-97c9-a4a4b8d67a69,127f9e02-e317-4758-97c9-a4a4b8d67a69,bih kahbik,eno,phrase,,0,_component-lexeme,bih1_6f94ecff-7432-4d07-b14e-2a7ca46bd2f5,true,Complex Form,,31e452b3-a0ad-4555-809f-a6e7b3263f59,,Noun,stinger,penyengat,stinger,penyengat,13.jpg,,,,,,,,“kahbik” means ‘to sting’,“kahbik” artinya ‘menyengat’,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,ka'iko_12bf8f28-0170-414c-8b71-3cce759034f4,12bf8f28-0170-414c-8b71-3cce759034f4,ka'iko,eno,stem,,,,,,,,58b0bfd5-0a98-497a-8dfc-e8b1024651b7,,Verb,be like,mirip,be like,mirip,,proto,ka'ikoi/ka'ekoi,,SMP_12,Ka'iko u.,Menurut saya,According to me,,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,ka'iko_12bf8f28-0170-414c-8b71-3cce759034f4,12bf8f28-0170-414c-8b71-3cce759034f4,ka'iko,eno,stem,,,,,,,,58b0bfd5-0a98-497a-8dfc-e8b1024651b7,,Verb,be like,mirip,be like,mirip,,proto,ka'ikoi/ka'ekoi,,SD_4,Kuni' bed he yahe' ka'iko kamĩkẽ'.,"“Kuni' bed” (atau Jahe Jawa) sama dengan jahe, kita cincang mereka.","“Kuni' bed” (Javanese Ginger) and ginger are similar, we chop them.",,,
2024-12-02T06:10:58Z,2024-12-02T06:10:58Z,kidė2_12ceb44a-3551-4fb9-99df-ee0e5f343dce,12ceb44a-3551-4fb9-99df-ee0e5f343dce,kidė,eno,stem,2,,,,,,,feb70ca8-eb67-4516-968d-8afecf4e9032,0,Verb,be like,sama,be like,sama,,proto,kidoo,,,,,,,,
